Identificador;Codigo de Lotacao;Registro a Vincular;Unidade Vinculada;Conta Vinculada
10796319;000072.000000.000011.000000.000000.000100;False;False;False
11348224;000095.000000.000018.000026.000000.000009;False;False;False
23932252;000021.000004.000005.000000.000000.000003;False;False;False
144115417;000095.000000.000020.000027.000000.000006;False;False;False
11116978;000095.000000.000021.000021.000000.000006;False;False;False
100798691;000095.000000.000021.000021.000000.000006;False;False;False
17737885;000026.000004.000005.000000.000000.000000;False;False;False
12301400;000095.000000.000020.000031.000000.000007;False;False;False
113228082;000021.000004.000000.000003.000000.000005;False;False;False
18667228;000021.000004.000000.000054.000000.000002;False;False;False
103196587;000021.000004.000000.000017.000000.000002;False;False;False
112112773;000026.000004.000000.000005.000000.000000;False;False;False
117495166;000095.000000.000018.000045.000000.000000;True;False;False
112771955;000021.000004.000000.000008.000000.000003;False;False;False
16421591;000021.000004.000000.000011.000000.000000;False;False;False
113684347;000074.000000.000008.000002.000000.000111;False;False;False
128244186;000018.000004.000000.000051.000000.000005;True;False;False
11043075;000072.000000.000011.000000.000000.000020;False;False;False
782831;000022.000004.000000.000055.000000.000001;True;False;False
139713531;000085.000006.000000.000000.000000.000000;False;False;False
113807813;000095.000000.000023.000022.000000.000003;False;False;False
157119050;000095.000000.000023.000024.000000.000000;False;False;False
10983724;000095.000000.000016.000031.000000.000000;False;False;False
21857181;000095.000000.000023.000026.000000.000008;False;False;False
22184686;000095.000000.000023.000026.000000.000008;False;False;False
15846954;000095.000000.000015.000034.000000.000009;False;False;False
18337058;000095.000000.000017.000032.000000.000005;False;False;False
103167358;000095.000000.000019.000038.000000.000000;False;False;False
115813845;000019.000004.000000.000004.000000.000008;False;False;False
115569201;000019.000004.000000.000004.000000.000008;False;False;False
111956242;000072.000000.000011.000000.000000.000151;False;False;False
106502425;000071.000002.000002.000000.000000.000103;False;False;False
11348429;000073.000000.000008.000000.000000.000127;False;False;False
NAO ENCONTRADO;000018.000004.000000.000006.000000.000000;False;False;False
113675062;000024.000004.000000.000006.000000.000002;False;False;False
1086146;000095.000000.000018.000037.000000.000005;False;False;False
15809480;000021.000004.000000.000012.000000.000004;False;False;False
112200346;000074.000000.000008.000000.000000.000068;False;False;False
21624046;000076.000000.000008.000000.000000.000069;False;False;False
25859447;000021.000004.000000.000006.000000.000006;False;False;False
13516507;000021.000004.000000.000007.000000.000000;False;False;False
11041528;000017.000002.000005.000002.000000.000004;False;False;False
162135335;000021.000004.000000.000010.000000.000007;True;False;False
161139591;000023.000004.000000.000002.000000.000002;True;False;False
17023637;000095.000000.000023.000031.000000.000002;True;False;False
114238316;000021.000004.000000.000052.000000.000005;False;False;False
123775442;000095.000000.000019.000015.000001.000000;False;False;False
109413776;000026.000004.000000.000010.000000.000004;False;False;False
23075589;000018.000004.000000.000016.000000.000002;False;False;False
108464601;000095.000000.000019.000021.000002.000003;False;False;False
709280;000095.000000.000019.000021.000002.000003;False;False;False
106477340;000095.000000.000019.000021.000002.000003;True;False;False
106188674;000095.000000.000019.000021.000002.000003;False;False;False
23757540;000022.000004.000000.000019.000000.000005;False;False;False
111584302;000022.000004.000000.000002.000000.000007;False;False;False
13250701;000071.000002.000002.000000.000000.000081;False;False;False
1907361;000022.000004.000000.000014.000000.000007;False;False;False
19532814;000019.000004.000000.000002.000000.000000;False;False;False
162890796;000075.000000.000008.000000.000000.000071;False;False;False
110046781;000022.000004.000000.000052.000000.000000;False;False;False
17692652;000023.000004.000000.000003.000000.000006;False;False;False
121634299;000022.000004.000000.000003.000000.000000;True;False;False
11015942;000019.000004.000000.000051.000000.000000;False;False;False
102402914;000075.000000.000008.000000.000000.000152;False;False;False
1672991;000022.000004.000000.000012.000000.000000;False;False;False
101918607;000026.000004.000000.000001.000000.000005;False;False;False
18288791;000022.000004.000000.000015.000000.000000;False;False;False
18536417;000021.000004.000000.000014.000000.000001;False;False;False
112038247;000076.000000.000008.000000.000000.000093;False;False;False
16454308;000019.000004.000000.000003.000000.000004;False;False;False
23310782;000079.000000.000008.000000.000000.000073;True;False;False
2024594;000095.000000.000021.000003.000001.000003;False;False;False
111845131;000095.000000.000015.000049.000000.000000;False;False;False
111385032;000095.000000.000021.000007.000002.000003;False;False;False
11131063;000077.000000.000008.000000.000000.000072;False;False;False
2012448;000077.000000.000008.000000.000000.000064;False;False;False
163037221;000023.000004.000000.000052.000000.000006;True;False;False
15059375;000076.000000.000008.000000.000000.000085;True;False;False
164446109;000023.000004.000000.000004.000000.000000;False;False;False
23661399;000095.000000.000015.000050.000000.000000;False;False;False
16370201;000024.000004.000000.000014.000000.000008;True;False;False
20517891;000024.000004.000000.000013.000000.000004;False;False;False
17828929;000024.000004.000000.000011.000000.000007;False;False;False
17739632;000023.000004.000000.000009.000000.000008;False;False;False
17995761;000024.000004.000000.000010.000000.000003;False;False;False
18562205;000023.000004.000000.000011.000000.000001;False;False;False
11380993;000020.000004.000000.000051.000000.000006;False;False;False
128508418;000077.000000.000008.000000.000000.000099;False;False;False
13998978;000018.000004.000000.000002.000000.000005;False;False;False
3047512;000025.000004.000000.000002.000000.000003;False;False;False
18468683;000023.000004.000000.000008.000000.000004;False;False;False
162134703;000022.000004.000000.000004.000000.000004;False;False;False
162891091;000076.000000.000008.000005.000000.000008;True;False;False
11341777;000095.000000.000017.000016.000000.000004;False;False;False
20110120;000076.000000.000008.000002.000000.000090;False;False;False
18702678;000075.000000.000008.000002.000000.000176;False;False;False
109264983;000076.000000.000008.000002.000000.000120;False;False;False
166612928;000026.000004.000000.000006.000000.000003;True;False;False
14526174;000022.000004.000000.000005.000000.000008;False;False;False
163643458;000022.000004.000000.000006.000000.000001;False;False;False
19741219;000022.000004.000000.000007.000000.000005;False;False;False
18147151;000026.000004.000000.000009.000000.000004;False;False;False
160799619;000076.000000.000008.000002.000000.000155;True;False;False
2039826;000095.000000.000021.000043.000000.000009;False;False;False
752363;000095.000000.000019.000023.000000.000000;False;False;False
115899774;000071.000002.000002.000000.000000.000090;False;False;False
113629958;000095.000000.000021.000014.000001.000000;False;False;False
18283471;000018.000004.000000.000013.000000.000001;False;False;False
103495029;000095.000000.000022.000014.000000.000006;False;False;False
103494995;000095.000000.000022.000014.000000.000006;False;False;False
17030919;000095.000000.000015.000055.000000.000008;False;False;False
164546049;000020.000004.000000.000003.000000.000000;False;False;False
21204705;000019.000004.000000.000012.000000.000003;False;False;False
104705272;000021.000004.000006.000000.000000.000005;False;False;False
11254467;000019.000004.000000.000006.000000.000005;False;False;False
23111607;000095.000000.000017.000045.000000.000009;False;False;False
17348587;000022.000004.000000.000016.000000.000004;False;False;False
25924648;000021.000004.000000.000051.000000.000001;False;False;False
14869985;000020.000004.000000.000054.000000.000007;False;False;False
1967398;000024.000004.000000.000003.000000.000001;False;False;False
162675780;000022.000004.000000.000013.000000.000003;False;False;False
1833502;000095.000000.000019.000010.000002.000007;False;False;False
114446113;000095.000000.000022.000008.000001.000003;False;False;False
1845225;000095.000000.000019.000005.000001.000007;False;False;False
10963022;000019.000004.000000.000052.000000.000004;False;False;False
130667625;000095.000000.000022.000009.000001.000007;False;False;False
110381360;000095.000000.000022.000007.000001.000000;False;False;False
122604890;000095.000000.000022.000003.000001.000005;False;False;False
107963191;000072.000002.000002.000002.000000.000041;False;False;False
26185229;000095.000000.000022.000005.000001.000002;False;False;False
3034330;000095.000000.000022.000026.000000.000006;False;False;False
163851557;000022.000004.000000.000008.000000.000009;False;False;False
162005261;000079.000000.000008.000000.000000.000065;False;False;False
828050;000020.000004.000000.000050.000000.000002;False;False;False
103418199;000023.000004.000000.000005.000000.000003;False;False;False
162133588;000025.000004.000000.000006.000000.000008;True;False;False
14884372;000078.000000.000008.000000.000000.000051;False;False;False
128774151;000078.000000.000008.000000.000000.000094;False;False;False
103366083;000023.000004.000000.000051.000000.000002;False;False;False
20690533;000025.000004.000000.000008.000000.000005;False;False;False
14000539;000018.000004.000000.000004.000000.000002;False;False;False
11199563;000019.000004.000000.000008.000000.000002;False;False;False
160838983;000026.000004.000000.000003.000000.000002;False;False;False
18452442;000025.000004.000000.000003.000000.000007;False;False;False
115637214;000079.000000.000008.000000.000000.000120;False;False;False
23875992;000022.000004.000000.000010.000000.000002;False;False;False
16814096;000035.000004.000002.000011.000000.000000;False;False;False
163294330;000024.000004.000000.000004.000000.000005;False;False;False
124511589;000025.000004.000000.000005.000000.000004;False;False;False
113635290;000021.000004.000000.000009.000000.000007;False;False;False
107355477;000076.000000.000008.000002.000000.000163;False;False;False
162890761;000022.000004.000000.000017.000000.000008;False;False;False
17308976;000020.000004.000000.000008.000000.000008;False;False;False
105342432;000078.000000.000008.000000.000000.000086;False;False;False
14547511;000018.000004.000000.000052.000000.000009;False;False;False
164610740;000024.000004.000000.000005.000000.000009;False;False;False
148720498;000020.000004.000000.000053.000000.000003;False;False;False
15200540;000095.000000.000018.000000.000000.000001;True;False;False
2099098;000024.000004.000000.000007.000000.000006;False;False;False
2895439;000026.000004.000000.000050.000000.000005;False;False;False
162131828;000018.000004.000000.000010.000000.000000;False;False;False
2063701;000024.000004.000000.000008.000000.000000;False;False;False
?;000073.000000.000008.000000.000000.000127;False;False;False
17304091;000095.000000.000018.000023.000000.000008;False;False;False
CUSTO DE AGUA IMBUTIDO NO CONDOMINIO;000095.000000.000021.000019.000000.000002;False;False;False
108734251;000095.000000.000015.000000.000000.000006;False;False;False
2451573;000095.000000.000015.000018.000000.000008;False;False;False
11070811;000095.000000.000016.000023.000000.000004;False;False;False
2754380;000095.000000.000020.000026.000000.000002;False;False;False
11116978 - 100798691;000095.000000.000021.000022.000000.000000;False;False;False
1062824;000095.000004.000004.000003.000000.000006;False;False;False
16381891;000095.000000.000023.000023.000000.000007;False;False;False
14565374;000095.000000.000016.000000.000000.000008;False;False;False
109417884;000095.000003.000001.000001.000000.000006;False;False;False
14570157;000095.000004.000003.000003.000000.000004;True;False;False
11341653;000095.000000.000017.000017.000000.000008;False;False;False
146697867;000085.000000.000000.000000.000000.000004;False;False;False
117675709;000017.000000.000000.000001.000000.000007;False;False;False
106493957;000095.000000.000015.000019.000000.000001;False;False;False
1062981;000085.000006.000004.000000.000000.000000;False;False;False
109543424;000095.000000.000021.000023.000000.000003;False;False;False
"PREDIO MAIOR:
100798691";000024.000004.000000.000053.000000.000005;False;False;False
898376;000020.000004.000000.000056.000000.000004;False;False;False
23149302;000072.000000.000011.000000.000000.000089;False;False;False
18070221;000095.000000.000021.000029.000000.000005;False;False;False
162131330;000095.000000.000015.000053.000000.000000;True;False;False
162733186;000095.000000.000020.000053.000000.000000;True;False;False
O CUSTO E IMBUTIDO NO CONDOMINIO DO PREDIO;000095.000000.000021.000000.000000.000007;False;False;False
23811757;000078.000002.000002.000005.000000.000002;False;False;False
19096045;000095.000000.000021.000027.000000.000008;False;False;False
2770253;000095.000000.000018.000060.000000.000008;True;False;False
102577391;000079.000000.000008.000002.000000.000119;False;False;False
841803;000095.000000.000017.000017.000000.000008;True;False;False
18499031;000095.000000.000017.000017.000000.000008;False;False;False
12734381;000087.000002.000003.000000.000000.000005;True;False;False
26158825;000087.000002.000003.000001.000000.000009;False;False;False
24073130;000087.000002.000003.000001.000000.000009;False;False;False
17621763;000087.000002.000003.000002.000000.000002;False;False;False
2424304;000087.000002.000004.000004.000000.000001;False;False;False
19092229;000035.000004.000002.000007.000000.000000;False;False;False
15806316;000035.000004.000002.000008.000000.000003;True;False;False
1679554;000035.000004.000002.000010.000000.000007;False;False;False
110692390;000087.000002.000004.000009.000000.000000;False;False;False
1974122;000087.000002.000004.000010.000000.000000;False;False;False
2927667;000087.000002.000004.000011.000000.000003;False;False;False
20607181;000087.000002.000004.000012.000000.000007;False;False;False
26159759;000087.000002.000004.000003.000000.000008;False;False;False
106351796;000039.000000.000002.000002.000000.000000;False;False;False
10964347;000035.000003.000003.000002.000000.000006;False;False;False
17769736;000035.000004.000001.000003.000000.000003;False;False;False
11061286;000035.000004.000000.000003.000000.000001;True;False;False
106703498;000035.000004.000002.000006.000000.000006;False;False;False
22565957;000035.000004.000002.000009.000000.000007;True;False;False
108200477;000035.000004.000002.000010.000000.000007;False;False;False
2605147;000035.000004.000002.000012.000000.000004;False;False;False
102974322;000035.000004.000002.000013.000000.000008;True;False;False
123624517;000035.000004.000002.000014.000000.000001;True;False;False
103523235;000091.000001.000003.000003.000000.000000;False;False;False
101982208;000091.000005.000002.000002.000000.000000;False;False;False
11003847;000091.000005.000002.000003.000000.000000;False;False;False
12870404;000091.000005.000000.000000.000000.000000;False;False;False
11004720;000091.000005.000000.000000.000000.000000;False;False;False
709883;000085.000000.000000.000000.000000.000000;False;False;False
14624516;000086.000000.000000.000000.000000.000000;True;False;False
1679511;000086.000000.000000.000000.000000.000000;True;False;False
3679503;000086.000000.000000.000000.000000.000000;False;False;False
10980148;000048.000003.000002.000003.000000.000000;True;False;False
113612133;000089.000019.000006.000000.000000.000000;False;False;False
171210069;000089.000019.000007.000000.000000.000000;False;False;False
113612346;000089.000019.000007.000000.000000.000000;False;False;False
114603979;000092.000000.000016.000004.000009.000000;False;False;False
11004215;000092.000000.000019.000000.000000.000000;False;False;False
113577656;000092.000000.000016.000004.000012.000000;False;False;False
112110436;000092.000000.000016.000004.000006.000000;False;False;False
10978411;000092.000000.000015.000001.000005.000000;False;False;False
11251379;000092.000000.000020.000002.000000.000000;False;False;False
26162334;000092.000000.000015.000001.000007.000000;False;False;False
11064391;000092.000000.000015.000001.000003.000000;False;False;False
17960886;000092.000000.000013.000002.000002.000000;False;False;False
17960835;000092.000000.000013.000002.000004.000000;False;False;False
23938862;000092.000000.000016.000004.000001.000000;False;False;False
11337800;000092.000000.000013.000002.000005.000000;False;False;False
117158208;000092.000000.000016.000004.000002.000000;False;False;False
109594347;000092.000000.000016.000004.000010.000000;False;False;False
108783545;000092.000000.000016.000004.000004.000000;False;False;False
26244896;000092.000000.000016.000004.000013.000000;False;False;False
104342609;000092.000000.000016.000004.000005.000000;False;False;False
1967991;000092.000000.000016.000004.000014.000000;False;False;False
3034941;000092.000000.000015.000001.000009.000000;False;False;False
13711440;000092.000000.000015.000001.000008.000000;False;False;False
121097595;000092.000000.000013.000002.000003.000000;False;False;False
103854606;000092.000000.000016.000004.000003.000000;False;False;False
"3146065 
123964482";000092.000000.000015.000001.000006.000000;False;False;False
2909057;000092.000000.000016.000004.000007.000000;False;False;False
"177009896 
10979433";000092.000000.000016.000003.000002.000000;False;False;False
